GENDER,AGE_GRP,JOB_NM,TRAVEL_TERM,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE,TRAVEL_COMPANIONS_NUM,TRAVEL_ID
여,30,사무 종사자,1주일,47190,47110,47130,자연 선호(중),도시 선호(중),자연 선호(약),도시 선호(중),중립,도시 선호(중),자연 선호(중),도시 선호(중),대구광역시,충북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g007779
남,40,사무 종사자,한달,42210,41820,28710,자연 선호(약),중립,도시 선호(약),도시 선호(약),중립,도시 선호(약),도시 선호(약),도시 선호(약),서울특별시,전북,나홀로 여행,"운동, 건강 증진 및 충전",0,g_g011522
여,30,사무 종사자,한달,41830,42210,26350,자연 선호(강),자연 선호(강),도시 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(약),자연 선호(약),경기도,충남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g001299
여,30,사무 종사자,1년,50110,42150,26290,중립,중립,자연 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(강),충청북도,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g001587
여,20,사무 종사자,1년,50110,46840,26500,자연 선호(중),자연 선호(중),중립,자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),전라남도,전남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g006065
남,40,전문가 및 관련 종사자,한달,44150,43730,43110,중립,도시 선호(중),중립,도시 선호(중),자연 선호(중),중립,자연 선호(강),중립,대전광역시,충북,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g011574
여,20,사무 종사자,한달,50130,46130,44270,중립,자연 선호(중),자연 선호(중),도시 선호(약),도시 선호(중),자연 선호(약),도시 선호(강),도시 선호(약),서울특별시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,3,e_e013132
여,40,전문가 및 관련 종사자,1년,50130,45130,46130,자연 선호(중),도시 선호(약),자연 선호(약),중립,중립,도시 선호(약),자연 선호(중),도시 선호(약),충청북도,충북,부모 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g006114
남,20,기능원 및 관련 기능 종사자,1년,30200,44130,43110,도시 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(중),도시 선호(약),도시 선호(강),자연 선호(중),서울특별시,충남,나홀로 여행,새로운 경험 추구,0,g_g010859
남,40,전문가 및 관련 종사자,1년,50130,26230,45730,자연 선호(약),자연 선호(중),자연 선호(중),중립,도시 선호(중),자연 선호(중),자연 선호(강),도시 선호(강),대전광역시,전북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,5,g_g005254
남,30,전문가 및 관련 종사자,한달,42210,42230,42150,도시 선호(중),자연 선호(약),도시 선호(약),자연 선호(중),자연 선호(중),도시 선호(약),도시 선호(약),자연 선호(중),경기도,충남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g006084
남,40,전문가 및 관련 종사자,한달,46710,46870,46790,자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),도시 선호(중),광주광역시,전남,2인 여행(가족 외),"운동, 건강 증진 및 충전",1,g_g011629
남,30,기타,한달,50130,48840,11110,자연 선호(약),자연 선호(약),자연 선호(강),중립,중립,자연 선호(약),자연 선호(강),도시 선호(강),경기도,충북,부모 동반 여행,새로운 경험 추구,1,g_g002975
남,20,사무 종사자,1년,26290,42210,42150,자연 선호(약),자연 선호(중),자연 선호(중),중립,도시 선호(약),도시 선호(중),자연 선호(중),도시 선호(중),전라남도,전남,3인 이상 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",9,g_g005844
남,30,전문가 및 관련 종사자,1년,42150,41820,29110,도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),중립,도시 선호(중),서울특별시,대전,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g011162
여,20,전문가 및 관련 종사자,기타,41820,42720,43730,자연 선호(강),자연 선호(강),자연 선호(강),중립,도시 선호(중),자연 선호(강),중립,도시 선호(강),경기도,충북,2인 가족 여행,새로운 경험 추구,1,g_g001993
남,50,단순노무종사자,한달,46870,46900,46130,자연 선호(강),중립,중립,중립,자연 선호(약),도시 선호(약),도시 선호(약),자연 선호(약),광주광역시,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g002606
여,30,사무 종사자,한달,11680,42210,41830,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),서울특별시,충북,2인 여행(가족 외),새로운 경험 추구,1,g_g002837
남,40,기능원 및 관련 기능 종사자,한달,41820,30200,44150,도시 선호(강),자연 선호(중),자연 선호(중),도시 선호(약),도시 선호(중),자연 선호(중),도시 선호(강),도시 선호(중),충청북도,충남,3인 이상 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",4,g_g002214
여,20,학생,한달,50110,26350,11680,도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(강),도시 선호(강),자연 선호(중),도시 선호(중),전라북도,전남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g006132
여,30,사무 종사자,1년,48860,45720,29170,자연 선호(중),자연 선호(약),자연 선호(중),중립,중립,자연 선호(약),자연 선호(중),중립,전라북도,전북,2인 여행(가족 외),"운동, 건강 증진 및 충전",1,g_g011318
남,30,사무 종사자,1년,11200,11680,30200,중립,도시 선호(중),자연 선호(약),중립,자연 선호(약),도시 선호(약),도시 선호(중),자연 선호(약),전라북도,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g011644
여,20,학생,1년,46110,50110,29140,중립,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(약),서울특별시,광주,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g009973
남,20,전문가 및 관련 종사자,한달,48840,42190,48120,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),경상남도,세종,3인 이상 여행(가족 외),새로운 경험 추구,3,g_g010776
여,30,전문가 및 관련 종사자,한달,45110,50130,30200,중립,도시 선호(중),도시 선호(약),중립,중립,중립,중립,중립,전라북도,전북,자녀 동반 여행,SNS 사진 등록 등 과시,3,g_g001833
남,30,서비스 종사자,1년,44760,45110,30200,중립,자연 선호(약),자연 선호(강),중립,도시 선호(약),중립,도시 선호(약),중립,전라북도,대전,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g011630
남,40,전업주부,한달,42150,26710,11140,중립,자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(약),자연 선호(강),자연 선호(중),도시 선호(강),충청남도,전북,3인 이상 여행(가족 외),SNS 사진 등록 등 과시,2,g_g007310
여,20,사무 종사자,한달,50130,42150,26200,자연 선호(약),자연 선호(중),중립,자연 선호(중),자연 선호(약),도시 선호(약),도시 선호(약),도시 선호(중),세종특별자치시,충북,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g000751
남,50,전문가 및 관련 종사자,한달,42150,41800,44825,자연 선호(강),자연 선호(강),자연 선호(강),중립,도시 선호(강),자연 선호(약),자연 선호(중),도시 선호(강),경기도,충북,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g001169
남,50,전문가 및 관련 종사자,한달,50110,44150,45110,자연 선호(강),중립,자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(강),대전광역시,전북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,4,g_g003039
여,30,서비스 종사자,1년,48840,46130,43150,자연 선호(약),중립,자연 선호(중),도시 선호(약),도시 선호(중),자연 선호(강),자연 선호(약),자연 선호(강),전라북도,전북,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g013111
남,20,기능원 및 관련 기능 종사자,한달,11215,11110,11170,중립,중립,자연 선호(중),도시 선호(중),도시 선호(강),자연 선호(약),중립,도시 선호(약),충청북도,충남,2인 여행(가족 외),"운동, 건강 증진 및 충전",1,g_g010979
여,30,전문가 및 관련 종사자,한달,45110,26350,11170,자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(약),도시 선호(중),자연 선호(약),중립,대전광역시,세종,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g007412
남,40,사무 종사자,한달,50110,44150,42170,자연 선호(강),자연 선호(강),자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(중),세종특별자치시,충북,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",3,g_g012803
남,40,전업주부,한달,42210,41820,50110,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(강),중립,인천광역시,충북,2인 가족 여행,"운동, 건강 증진 및 충전",1,g_g000393
여,20,전문가 및 관련 종사자,1년,41280,42150,42210,자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(강),도시 선호(중),대전광역시,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g000429
여,20,사무 종사자,1년,42150,42210,28710,중립,자연 선호(약),자연 선호(약),도시 선호(약),중립,중립,자연 선호(약),도시 선호(중),서울특별시,전남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005746
여,20,학생,한달,26350,29110,46130,자연 선호(중),중립,자연 선호(약),도시 선호(중),자연 선호(약),자연 선호(약),도시 선호(중),도시 선호(중),서울특별시,광주,2인 여행(가족 외),"운동, 건강 증진 및 충전",1,g_g003065
남,30,사무 종사자,한달,50110,42150,26350,중립,자연 선호(중),자연 선호(약),도시 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),경상남도,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g002421
여,20,사무 종사자,한달,41670,11680,42210,도시 선호(중),도시 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),도시 선호(약),도시 선호(약),서울특별시,충남,3인 이상 여행(가족 외),SNS 사진 등록 등 과시,2,g_g002075
남,40,전문가 및 관련 종사자,1년,42150,50110,41830,자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(약),도시 선호(약),서울특별시,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g003492
여,20,기타,1년,11440,41280,50130,도시 선호(약),자연 선호(약),중립,중립,도시 선호(약),자연 선호(약),중립,도시 선호(약),충청남도,충남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g012544
여,20,기타,한달,50110,27260,45110,자연 선호(약),자연 선호(중),자연 선호(강),도시 선호(약),도시 선호(약),자연 선호(중),도시 선호(중),도시 선호(강),충청북도,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g001916
여,20,사무 종사자,1년,26350,50110,46130,도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),도시 선호(강),도시 선호(중),도시 선호(중),서울특별시,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g007348
여,60,전업주부,1년,47130,47830,48880,중립,도시 선호(중),도시 선호(중),중립,자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),대구광역시,전남,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g004852
여,20,사무 종사자,1년,42150,50130,26260,중립,중립,중립,중립,중립,중립,도시 선호(중),자연 선호(약),경기도,대전,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,2,g_g010441
여,40,전문가 및 관련 종사자,1년,47170,46730,50130,자연 선호(중),자연 선호(중),자연 선호(강),도시 선호(중),도시 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),경기도,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005568
여,50,사무 종사자,1년,42210,50130,26350,도시 선호(약),중립,도시 선호(중),자연 선호(약),중립,도시 선호(중),도시 선호(중),자연 선호(강),경기도,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g002431
여,30,학생,한달,26260,11290,47130,중립,자연 선호(강),자연 선호(중),자연 선호(약),중립,자연 선호(강),자연 선호(강),중립,대전광역시,세종,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g012620
여,50,전문가 및 관련 종사자,한달,48840,48220,50110,자연 선호(중),중립,자연 선호(중),도시 선호(중),도시 선호(강),도시 선호(약),도시 선호(중),자연 선호(중),경상남도,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g005754
남,60,전문가 및 관련 종사자,한달,47750,45710,42770,자연 선호(중),자연 선호(약),자연 선호(강),자연 선호(약),자연 선호(중),자연 선호(강),자연 선호(중),도시 선호(중),대전광역시,충북,3인 이상 여행(가족 외),"역사 탐방, 문화적 경험 등 교육적 동기",2,g_g005750
여,20,사무 종사자,1년,44210,48850,41280,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),중립,중립,자연 선호(중),도시 선호(약),서울특별시,충남,3인 이상 여행(가족 외),새로운 경험 추구,4,g_g000306
남,50,전문가 및 관련 종사자,한달,45800,43730,44770,자연 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),자연 선호(강),자연 선호(중),중립,대전광역시,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g003192
남,30,사무 종사자,한달,29200,46710,45110,중립,중립,중립,자연 선호(약),자연 선호(약),중립,도시 선호(약),자연 선호(약),광주광역시,전남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g007401
남,20,학생,한달,11545,50130,26320,도시 선호(중),자연 선호(강),자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(중),자연 선호(중),중립,광주광역시,전남,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g005798
여,30,관리자,1년,50110,26350,42210,도시 선호(약),자연 선호(중),자연 선호(약),중립,중립,중립,도시 선호(약),중립,서울특별시,전북,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g001716
남,50,서비스 종사자,한달,48220,50130,46130,자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),전라북도,충북,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",1,g_g012679
남,30,단순노무종사자,1년,27110,11110,41820,자연 선호(강),자연 선호(강),자연 선호(중),자연 선호(강),도시 선호(중),도시 선호(약),자연 선호(중),도시 선호(중),서울특별시,충북,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g003121
여,30,전문가 및 관련 종사자,1년,26500,47130,45110,자연 선호(약),중립,자연 선호(약),자연 선호(중),자연 선호(중),중립,도시 선호(중),자연 선호(중),부산광역시,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g002264
남,20,전문가 및 관련 종사자,1년,50110,26350,46130,중립,자연 선호(중),자연 선호(강),중립,자연 선호(약),중립,도시 선호(약),중립,광주광역시,전남,2인 여행(가족 외),새로운 경험 추구,1,g_g010342
여,60,학생,1년,29200,26350,46130,도시 선호(중),자연 선호(약),중립,중립,도시 선호(중),자연 선호(약),중립,자연 선호(중),서울특별시,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g011581
남,30,전문가 및 관련 종사자,한달,45800,44770,11680,자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(강),중립,전라북도,광주,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",3,g_g012207
남,40,사무 종사자,한달,42820,26710,50130,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(강),중립,서울특별시,충북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g002943
남,40,전문가 및 관련 종사자,한달,11410,42150,27260,중립,자연 선호(약),도시 선호(약),중립,자연 선호(약),도시 선호(약),도시 선호(중),중립,충청남도,충남,2인 여행(가족 외),새로운 경험 추구,1,g_g012807
여,30,사무 종사자,1년,27260,30230,43800,자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),자연 선호(중),서울특별시,전남,나홀로 여행,SNS 사진 등록 등 과시,0,g_g002657
여,20,학생,1년,26350,50130,50110,중립,자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(약),중립,도시 선호(약),자연 선호(약),부산광역시,전북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,2,g_g004180
여,20,서비스 종사자,1년,28710,45750,29200,도시 선호(약),도시 선호(약),자연 선호(중),도시 선호(약),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),대전광역시,충남,3인 이상 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g007704
남,30,전문가 및 관련 종사자,1년,42150,50110,26500,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),도시 선호(중),경기도,충남,2인 여행(가족 외),SNS 사진 등록 등 과시,1,g_g007120
남,60,전문가 및 관련 종사자,1년,11680,50110,48330,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),자연 선호(중),중립,부산광역시,전북,3인 이상 여행(가족 외),진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,2,g_g003556
여,20,학생,한달,43110,41820,47130,자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(약),도시 선호(약),경기도,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g005978
여,50,전업주부,1년,50110,42150,43150,자연 선호(중),자연 선호(중),자연 선호(중),중립,자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),인천광역시,충북,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g003337
여,60,사무 종사자,한달,42750,47110,50130,자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,중립,자연 선호(강),중립,경기도,대전,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g011449
여,20,사무 종사자,기타,11110,48310,46710,중립,자연 선호(강),자연 선호(약),중립,도시 선호(중),중립,자연 선호(강),도시 선호(강),광주광역시,전남,나홀로 여행,SNS 사진 등록 등 과시,0,g_g011490
남,20,전문가 및 관련 종사자,1년,11170,26350,47130,중립,중립,자연 선호(중),도시 선호(약),도시 선호(약),중립,도시 선호(중),도시 선호(약),경기도,대전,2인 여행(가족 외),기타,1,g_g001313
여,20,학생,한달,42150,41820,46130,중립,자연 선호(중),자연 선호(중),도시 선호(강),도시 선호(중),자연 선호(약),자연 선호(약),도시 선호(강),대전광역시,충북,2인 가족 여행,"운동, 건강 증진 및 충전",1,g_g012750
여,30,사무 종사자,1년,42210,26710,41820,중립,자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),경기도,충남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g011873
남,30,기타,1년,11680,50110,45110,중립,도시 선호(약),자연 선호(중),도시 선호(약),중립,도시 선호(중),도시 선호(약),자연 선호(중),전라북도,전북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g004436
여,50,사무 종사자,한달,50130,26710,45110,자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(강),대전광역시,충북,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g001151
남,50,사무 종사자,한달,50110,42760,30230,중립,중립,중립,자연 선호(중),중립,중립,자연 선호(강),중립,서울특별시,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g000234
여,50,전문가 및 관련 종사자,한달,48310,47130,42170,중립,자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),자연 선호(중),도시 선호(중),부산광역시,전북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g001223
남,20,학생,한달,42150,42170,50110,자연 선호(강),자연 선호(강),자연 선호(약),자연 선호(약),자연 선호(강),자연 선호(약),자연 선호(강),도시 선호(강),경기도,충북,2인 여행(가족 외),"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",1,g_g002752
여,60,전업주부,1년,42150,50130,50110,자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),중립,충청북도,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g012410
남,20,학생,1년,46150,11680,26350,중립,자연 선호(강),자연 선호(강),도시 선호(약),도시 선호(중),중립,도시 선호(약),도시 선호(중),전라북도,전남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g000546
여,60,전업주부,1년,50130,43760,44180,도시 선호(중),도시 선호(약),도시 선호(약),중립,중립,중립,도시 선호(약),중립,충청북도,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g012943
남,40,사무 종사자,1년,50110,50130,42170,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(강),도시 선호(강),서울특별시,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g005080
여,50,기타,1년,42150,41820,28710,자연 선호(중),중립,자연 선호(중),도시 선호(중),중립,중립,중립,자연 선호(약),서울특별시,충남,자녀 동반 여행,기타,3,g_g001640
남,30,사무 종사자,한달,11230,42210,41820,자연 선호(중),자연 선호(강),자연 선호(중),중립,중립,도시 선호(중),도시 선호(중),도시 선호(중),서울특별시,전북,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g004521
남,20,학생,1년,50130,11650,11680,도시 선호(약),자연 선호(중),중립,자연 선호(약),중립,도시 선호(약),자연 선호(중),도시 선호(약),광주광역시,전남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g004359
여,40,전문가 및 관련 종사자,한달,44230,41550,46130,중립,자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(강),자연 선호(중),자연 선호(강),도시 선호(강),충청남도,전북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g000976
남,30,사무 종사자,한달,11680,44230,44130,자연 선호(약),중립,중립,중립,자연 선호(중),자연 선호(중),도시 선호(약),도시 선호(약),대전광역시,충남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g001257
여,30,전문가 및 관련 종사자,한달,26500,50110,50130,도시 선호(중),자연 선호(약),자연 선호(약),중립,자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),대전광역시,충북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g013048
여,30,사무 종사자,한달,26260,26500,46150,도시 선호(중),자연 선호(약),자연 선호(중),중립,자연 선호(중),자연 선호(중),자연 선호(중),중립,서울특별시,전남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g000419
여,30,학생,한달,11440,42150,50110,중립,중립,자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(중),도시 선호(약),도시 선호(중),전라북도,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g012289
여,40,사무 종사자,1년,44180,50110,42150,중립,자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(강),도시 선호(중),자연 선호(약),충청북도,세종,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g012260
남,40,전문가 및 관련 종사자,한달,42150,41480,44270,자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(중),자연 선호(약),경기도,충남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g003001
남,40,사무 종사자,한달,44180,46130,11590,자연 선호(강),자연 선호(강),자연 선호(강),중립,도시 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),대전광역시,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g012753
여,20,학생,1년,50110,30140,47130,도시 선호(강),자연 선호(강),자연 선호(강),중립,도시 선호(강),도시 선호(강),도시 선호(강),도시 선호(강),광주광역시,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g009858
여,20,학생,한달,28710,11215,41110,자연 선호(중),자연 선호(중),자연 선호(중),중립,자연 선호(중),자연 선호(중),중립,중립,충청남도,충남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g011163
남,30,사무 종사자,한달,11230,44180,30200,자연 선호(약),도시 선호(중),자연 선호(중),도시 선호(약),자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(약),충청남도,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g001235
남,30,학생,한달,26350,50130,50110,자연 선호(중),자연 선호(약),자연 선호(강),도시 선호(약),자연 선호(약),자연 선호(중),도시 선호(약),자연 선호(약),충청남도,충북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g012304
여,20,전문가 및 관련 종사자,한달,50130,50110,42150,자연 선호(강),자연 선호(강),자연 선호(중),중립,중립,도시 선호(약),자연 선호(약),도시 선호(중),대전광역시,충북,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g011691
여,30,전문가 및 관련 종사자,한달,44130,44200,44760,자연 선호(중),중립,자연 선호(약),도시 선호(중),도시 선호(중),자연 선호(약),도시 선호(약),도시 선호(중),충청남도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g000735
여,20,서비스 종사자,한달,50110,42110,11440,도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(강),경기도,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g012812
