TRAVEL_ID,MAJOR_ACTIVITY_TYPE
g_g006651,"['쇼핑 / 구매', '취식']"
g_g006666,['취식']
g_g006668,['취식']
g_g006677,['휴식']
g_g006698,['환승/경유']
g_g006715,['취식']
g_g006718,['체험 활동 / 입장 및 관람']
g_g006725,['취식']
g_g006730,['취식']
g_g006739,['환승/경유']
g_g006741,['취식']
g_g006764,"['취식', '환승/경유']"
g_g006768,"['쇼핑 / 구매', '취식']"
g_g006775,['체험 활동 / 입장 및 관람']
g_g006777,"['취식', '휴식']"
g_g006785,['취식']
g_g006787,['취식']
g_g006800,['취식']
g_g006803,['취식']
g_g006805,['취식']
g_g006807,['취식']
g_g006812,['취식']
g_g006818,['휴식']
g_g006822,['단순 구경 / 산책 / 걷기']
g_g006828,['휴식']
g_g006831,['취식']
g_g006834,['취식']
g_g006835,['취식']
g_g006836,"['쇼핑 / 구매', '취식']"
g_g006842,['쇼핑 / 구매']
g_g006843,['취식']
g_g006844,['체험 활동 / 입장 및 관람']
g_g006859,['체험 활동 / 입장 및 관람']
g_g006860,['취식']
g_g006861,['체험 활동 / 입장 및 관람']
g_g006877,"['단순 구경 / 산책 / 걷기', '취식']"
g_g006893,['환승/경유']
g_g006910,['취식']
g_g006913,['단순 구경 / 산책 / 걷기']
g_g006921,['취식']
g_g006925,['취식']
g_g006945,['취식']
g_g006946,['취식']
g_g006947,['취식']
g_g006954,['취식']
g_g006961,['취식']
g_g006962,"['기타 활동', '쇼핑 / 구매', '휴식']"
g_g006971,['취식']
g_g006974,['취식']
g_g006975,['취식']
g_g006976,"['체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g006983,['취식']
g_g006986,['취식']
g_g006989,['휴식']
g_g006996,['쇼핑 / 구매']
g_g006999,['취식']
g_g007007,"['체험 활동 / 입장 및 관람', '취식']"
g_g007008,"['단순 구경 / 산책 / 걷기', '취식']"
g_g007012,['취식']
g_g007013,['취식']
g_g007015,['취식']
g_g007017,['취식']
g_g007022,['취식']
g_g007029,['취식']
g_g007033,['취식']
g_g007035,['환승/경유']
g_g007037,['취식']
g_g007038,['취식']
g_g007041,['취식']
g_g007052,['환승/경유']
g_g007054,['취식']
g_g007056,['취식']
g_g007058,"['쇼핑 / 구매', '환승/경유']"
g_g007074,['취식']
g_g007086,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매']"
g_g007099,['취식']
g_g007104,['취식']
g_g007105,['쇼핑 / 구매']
g_g007120,"['취식', '휴식']"
g_g007122,['취식']
g_g007123,['휴식']
g_g007152,['쇼핑 / 구매']
g_g007157,['취식']
g_g007163,"['단순 구경 / 산책 / 걷기', '취식']"
g_g007175,['취식']
g_g007176,['취식']
g_g007180,['취식']
g_g007196,['취식']
g_g007199,['취식']
g_g007208,['단순 구경 / 산책 / 걷기']
g_g007209,['쇼핑 / 구매']
g_g007213,"['체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g007215,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g007218,['취식']
g_g007223,['취식']
g_g007224,['취식']
g_g007225,['취식']
g_g007226,['취식']
g_g007227,"['쇼핑 / 구매', '환승/경유']"
g_g007228,['취식']
g_g007230,['취식']
g_g007231,"['취식', '휴식']"
g_g007232,['단순 구경 / 산책 / 걷기']
g_g007236,['취식']
g_g007244,['취식']
g_g007248,['취식']
g_g007258,['취식']
g_g007308,"['체험 활동 / 입장 및 관람', '취식']"
g_g007309,['취식']
g_g007310,['취식']
g_g007312,['휴식']
g_g007330,['취식']
g_g007336,['취식']
g_g007337,['취식']
g_g007338,"['취식', '휴식']"
g_g007339,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g007340,['단순 구경 / 산책 / 걷기']
g_g007342,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g007346,['쇼핑 / 구매']
g_g007347,['단순 구경 / 산책 / 걷기']
g_g007348,['환승/경유']
g_g007351,['취식']
g_g007352,['쇼핑 / 구매']
g_g007353,['취식']
g_g007354,"['단순 구경 / 산책 / 걷기', '취식']"
g_g007355,"['쇼핑 / 구매', '휴식']"
g_g007360,"['체험 활동 / 입장 및 관람', '취식']"
g_g007363,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g007364,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g007366,['휴식']
g_g007368,['취식']
g_g007369,['체험 활동 / 입장 및 관람']
g_g007371,['취식']
g_g007373,['단순 구경 / 산책 / 걷기']
g_g007374,['취식']
g_g007376,"['쇼핑 / 구매', '취식']"
g_g007377,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '취식', '휴식']"
g_g007378,['취식']
g_g007380,['취식']
g_g007381,['취식']
g_g007383,['체험 활동 / 입장 및 관람']
g_g007386,['취식']
g_g007389,['체험 활동 / 입장 및 관람']
g_g007393,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g007395,['취식']
g_g007396,['취식']
g_g007401,['취식']
g_g007404,['휴식']
g_g007405,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g007407,"['취식', '휴식']"
g_g007410,['취식']
g_g007411,['단순 구경 / 산책 / 걷기']
g_g007412,['취식']
g_g007413,"['단순 구경 / 산책 / 걷기', '취식']"
g_g007414,['쇼핑 / 구매']
g_g007416,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g007417,['취식']
g_g007420,"['취식', '휴식']"
g_g007432,['취식']
g_g007433,['쇼핑 / 구매']
g_g007434,['단순 구경 / 산책 / 걷기']
g_g007435,['취식']
g_g007454,"['체험 활동 / 입장 및 관람', '취식']"
g_g007476,['취식']
g_g007513,['체험 활동 / 입장 및 관람']
g_g007514,['단순 구경 / 산책 / 걷기']
g_g007515,['환승/경유']
g_g007523,['취식']
g_g007524,['단순 구경 / 산책 / 걷기']
g_g007528,['단순 구경 / 산책 / 걷기']
g_g007535,['휴식']
g_g007536,['취식']
g_g007537,['휴식']
g_g007538,['취식']
g_g007539,['취식']
g_g007540,['취식']
g_g007546,['기타 활동']
g_g007565,['쇼핑 / 구매']
g_g007576,['취식']
g_g007596,['취식']
g_g007614,['취식']
g_g007622,['취식']
g_g007628,['취식']
g_g007644,['휴식']
g_g007671,"['단순 구경 / 산책 / 걷기', '취식']"
g_g007675,"['단순 구경 / 산책 / 걷기', '취식']"
g_g007679,['취식']
g_g007681,"['단순 구경 / 산책 / 걷기', '취식']"
g_g007684,['취식']
g_g007690,['취식']
g_g007694,['단순 구경 / 산책 / 걷기']
g_g007704,"['기타 활동', '단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g007718,"['체험 활동 / 입장 및 관람', '휴식']"
g_g007727,['취식']
g_g007729,"['쇼핑 / 구매', '없음']"
g_g007748,['취식']
g_g007757,['환승/경유']
g_g007762,['취식']
g_g007765,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g007773,['취식']
g_g007774,['쇼핑 / 구매']
g_g007776,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g007779,['취식']
g_g007780,['환승/경유']
g_g007785,"['쇼핑 / 구매', '환승/경유', '휴식']"
g_g007786,['환승/경유']
g_g007787,"['체험 활동 / 입장 및 관람', '취식']"
g_g007789,"['쇼핑 / 구매', '취식']"
g_g007792,['취식']
g_g007793,['단순 구경 / 산책 / 걷기']
g_g007807,['단순 구경 / 산책 / 걷기']
g_g007810,['쇼핑 / 구매']
g_g007884,['취식']
g_g007895,['취식']
g_g007932,['쇼핑 / 구매']
g_g007936,['단순 구경 / 산책 / 걷기']
g_g007947,['취식']
g_g007984,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g007992,['취식']
g_g007993,['취식']
g_g008035,['쇼핑 / 구매']
g_g008048,['취식']
g_g008051,['환승/경유']
g_g008055,['취식']
g_g008062,['취식']
g_g008090,['취식']
g_g008098,"['쇼핑 / 구매', '취식']"
g_g008104,['취식']
g_g008106,"['쇼핑 / 구매', '취식', '환승/경유']"
g_g008141,['쇼핑 / 구매']
g_g008176,['쇼핑 / 구매']
g_g008219,['단순 구경 / 산책 / 걷기']
g_g008224,['취식']
g_g008283,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g008284,"['단순 구경 / 산책 / 걷기', '취식']"
g_g008304,['취식']
g_g008330,['환승/경유']
g_g008332,['취식']
g_g008338,['환승/경유']
g_g008368,"['취식', '환승/경유']"
g_g008382,['취식']
g_g008383,"['단순 구경 / 산책 / 걷기', '취식', '환승/경유']"
g_g008402,['쇼핑 / 구매']
g_g008405,['취식']
g_g008421,['취식']
g_g008429,['취식']
g_g008434,['단순 구경 / 산책 / 걷기']
g_g008435,['취식']
g_g008471,['취식']
g_g008514,['취식']
g_g008520,['단순 구경 / 산책 / 걷기']
g_g008528,['취식']
g_g008531,"['단순 구경 / 산책 / 걷기', '취식']"
g_g008603,"['취식', '휴식']"
g_g008626,['취식']
g_g008644,['체험 활동 / 입장 및 관람']
g_g008659,['단순 구경 / 산책 / 걷기']
g_g008664,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g008681,['취식']
g_g008701,['취식']
g_g008733,['취식']
g_g008737,['취식']
g_g008763,['취식']
g_g008781,['취식']
g_g008789,"['취식', '환승/경유']"
g_g008798,['환승/경유']
g_g008812,"['단순 구경 / 산책 / 걷기', '취식']"
g_g008830,['쇼핑 / 구매']
g_g008859,['취식']
g_g008863,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '휴식']"
g_g008866,"['단순 구경 / 산책 / 걷기', '취식']"
g_g008873,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람']"
g_g008878,['환승/경유']
g_g008895,['취식']
g_g008902,['취식']
g_g008906,['취식']
g_g008925,['취식']
g_g008928,['취식']
g_g008932,['환승/경유']
g_g008968,['단순 구경 / 산책 / 걷기']
g_g009026,['취식']
g_g009034,['취식']
g_g009114,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '휴식']"
g_g009161,['쇼핑 / 구매']
g_g009194,['휴식']
g_g009210,"['단순 구경 / 산책 / 걷기', '취식']"
g_g009219,"['단순 구경 / 산책 / 걷기', '취식']"
g_g009232,['쇼핑 / 구매']
g_g009233,['취식']
g_g009266,['쇼핑 / 구매']
g_g009267,['기타 활동']
g_g009273,['쇼핑 / 구매']
g_g009283,['취식']
g_g009291,['취식']
g_g009320,['취식']
g_g009325,['취식']
g_g009329,"['취식', '환승/경유']"
g_g009332,['취식']
g_g009335,"['쇼핑 / 구매', '취식']"
g_g009348,['취식']
g_g009355,['취식']
g_g009360,['체험 활동 / 입장 및 관람']
g_g009362,['단순 구경 / 산책 / 걷기']
g_g009365,['취식']
g_g009367,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g009368,['휴식']
g_g009370,['취식']
g_g009372,['쇼핑 / 구매']
g_g009401,['취식']
g_g009414,"['취식', '휴식']"
g_g009442,"['쇼핑 / 구매', '취식']"
g_g009465,['체험 활동 / 입장 및 관람']
g_g009482,['휴식']
g_g009503,['단순 구경 / 산책 / 걷기']
g_g009526,['단순 구경 / 산책 / 걷기']
g_g009533,['쇼핑 / 구매']
g_g009557,['취식']
g_g009573,['환승/경유']
g_g009577,['단순 구경 / 산책 / 걷기']
g_g009630,['취식']
g_g009639,['체험 활동 / 입장 및 관람']
g_g009661,['환승/경유']
g_g009732,['쇼핑 / 구매']
g_g009738,['쇼핑 / 구매']
g_g009745,['취식']
g_g009768,['단순 구경 / 산책 / 걷기']
g_g009771,"['취식', '휴식']"
g_g009783,"['쇼핑 / 구매', '취식', '환승/경유']"
g_g009798,"['체험 활동 / 입장 및 관람', '취식']"
g_g009802,['취식']
g_g009815,['취식']
g_g009819,"['단순 구경 / 산책 / 걷기', '취식']"
g_g009821,"['체험 활동 / 입장 및 관람', '취식']"
g_g009858,"['취식', '휴식']"
g_g009864,['휴식']
g_g009879,"['취식', '휴식']"
g_g009898,['체험 활동 / 입장 및 관람']
g_g009913,['취식']
g_g009929,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '취식']"
g_g009931,['취식']
g_g009962,['단순 구경 / 산책 / 걷기']
g_g009973,['환승/경유']
g_g010002,['취식']
g_g010037,['취식']
g_g010043,['취식']
g_g010044,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매']"
g_g010107,['취식']
g_g010119,"['쇼핑 / 구매', '취식']"
g_g010153,"['쇼핑 / 구매', '취식']"
g_g010164,['취식']
g_g010200,['단순 구경 / 산책 / 걷기']
g_g010210,"['단순 구경 / 산책 / 걷기', '취식']"
g_g010218,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g010222,"['취식', '휴식']"
g_g010224,['취식']
g_g010248,['취식']
g_g010256,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g010282,"['체험 활동 / 입장 및 관람', '취식']"
g_g010342,"['취식', '휴식']"
g_g010348,"['취식', '환승/경유']"
g_g010357,['단순 구경 / 산책 / 걷기']
g_g010391,['취식']
g_g010401,['환승/경유']
g_g010407,['체험 활동 / 입장 및 관람']
g_g010412,"['체험 활동 / 입장 및 관람', '취식']"
g_g010413,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g010415,['체험 활동 / 입장 및 관람']
g_g010423,['단순 구경 / 산책 / 걷기']
g_g010430,['취식']
g_g010439,['단순 구경 / 산책 / 걷기']
g_g010441,['취식']
g_g010442,['취식']
g_g010444,['취식']
g_g010456,"['쇼핑 / 구매', '취식']"
g_g010458,['취식']
g_g010461,['취식']
g_g010464,['취식']
g_g010476,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람']"
g_g010477,['취식']
g_g010483,['취식']
g_g010492,['취식']
g_g010506,['취식']
g_g010508,['단순 구경 / 산책 / 걷기']
g_g010510,"['단순 구경 / 산책 / 걷기', '취식']"
g_g010515,['환승/경유']
g_g010521,['취식']
g_g010526,['취식']
g_g010545,['취식']
g_g010552,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g010557,['취식']
g_g010569,"['취식', '휴식']"
g_g010573,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '취식', '환승/경유']"
g_g010594,['취식']
g_g010599,"['기타 활동', '쇼핑 / 구매', '취식', '휴식']"
g_g010601,"['쇼핑 / 구매', '취식']"
g_g010617,"['기타 활동', '쇼핑 / 구매', '취식']"
g_g010624,"['취식', '환승/경유']"
g_g010633,['쇼핑 / 구매']
g_g010635,"['체험 활동 / 입장 및 관람', '환승/경유']"
g_g010656,['취식']
g_g010657,"['체험 활동 / 입장 및 관람', '취식']"
g_g010673,['취식']
g_g010674,['단순 구경 / 산책 / 걷기']
g_g010703,['환승/경유']
g_g010705,['취식']
g_g010717,['단순 구경 / 산책 / 걷기']
g_g010733,['휴식']
g_g010735,['쇼핑 / 구매']
g_g010743,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g010747,['취식']
g_g010752,['취식']
g_g010757,"['단순 구경 / 산책 / 걷기', '휴식']"
g_g010759,['단순 구경 / 산책 / 걷기']
g_g010773,['취식']
g_g010776,['쇼핑 / 구매']
g_g010780,['취식']
g_g010781,['취식']
g_g010785,"['단순 구경 / 산책 / 걷기', '취식']"
g_g010799,"['취식', '휴식']"
g_g010805,"['체험 활동 / 입장 및 관람', '취식']"
g_g010807,"['단순 구경 / 산책 / 걷기', '휴식']"
g_g010811,['단순 구경 / 산책 / 걷기']
g_g010816,['취식']
g_g010824,['취식']
g_g010835,"['체험 활동 / 입장 및 관람', '취식']"
g_g010836,['취식']
g_g010838,['휴식']
g_g010840,['취식']
g_g010847,['취식']
g_g010850,"['쇼핑 / 구매', '취식']"
g_g010859,['취식']
g_g010860,['취식']
g_g010864,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g010870,"['단순 구경 / 산책 / 걷기', '취식']"
g_g010878,"['취식', '환승/경유']"
g_g010908,['취식']
g_g010910,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '체험 활동 / 입장 및 관람']"
g_g010930,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람']"
g_g010931,['단순 구경 / 산책 / 걷기']
g_g010932,['쇼핑 / 구매']
g_g010939,"['체험 활동 / 입장 및 관람', '취식']"
g_g010944,['취식']
g_g010945,['취식']
g_g010950,['취식']
g_g010954,['단순 구경 / 산책 / 걷기']
g_g010972,"['쇼핑 / 구매', '취식', '휴식']"
g_g010976,['취식']
g_g010979,"['체험 활동 / 입장 및 관람', '취식']"
g_g010982,"['체험 활동 / 입장 및 관람', '환승/경유']"
g_g011009,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011018,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011038,"['기타 활동', '단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011045,['단순 구경 / 산책 / 걷기']
g_g011053,['취식']
g_g011054,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g011060,['취식']
g_g011076,['취식']
g_g011077,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011078,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '체험 활동 / 입장 및 관람']"
g_g011086,['취식']
g_g011091,['단순 구경 / 산책 / 걷기']
g_g011096,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g011097,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g011098,"['쇼핑 / 구매', '취식']"
g_g011101,['환승/경유']
g_g011102,['취식']
g_g011105,['단순 구경 / 산책 / 걷기']
g_g011106,"['취식', '휴식']"
g_g011120,['취식']
g_g011123,['체험 활동 / 입장 및 관람']
g_g011127,['쇼핑 / 구매']
g_g011129,['체험 활동 / 입장 및 관람']
g_g011131,['환승/경유']
g_g011137,['취식']
g_g011146,"['체험 활동 / 입장 및 관람', '취식']"
g_g011148,['체험 활동 / 입장 및 관람']
g_g011161,"['쇼핑 / 구매', '취식']"
g_g011162,['취식']
g_g011163,['환승/경유']
g_g011164,"['쇼핑 / 구매', '취식', '환승/경유']"
g_g011166,['환승/경유']
g_g011171,"['체험 활동 / 입장 및 관람', '취식']"
g_g011173,['단순 구경 / 산책 / 걷기']
g_g011188,['쇼핑 / 구매']
g_g011189,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011192,"['기타 활동', '체험 활동 / 입장 및 관람', '취식']"
g_g011194,['단순 구경 / 산책 / 걷기']
g_g011197,['단순 구경 / 산책 / 걷기']
g_g011200,['기타 활동']
g_g011207,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011212,['체험 활동 / 입장 및 관람']
g_g011228,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011229,"['없음', '취식']"
g_g011232,['취식']
g_g011233,['단순 구경 / 산책 / 걷기']
g_g011239,['단순 구경 / 산책 / 걷기']
g_g011242,"['취식', '환승/경유']"
g_g011254,['취식']
g_g011255,['체험 활동 / 입장 및 관람']
g_g011268,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011274,['단순 구경 / 산책 / 걷기']
g_g011276,"['쇼핑 / 구매', '환승/경유']"
g_g011286,['환승/경유']
g_g011291,['취식']
g_g011292,['취식']
g_g011295,"['체험 활동 / 입장 및 관람', '휴식']"
g_g011297,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람']"
g_g011299,['취식']
g_g011300,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '취식']"
g_g011305,"['쇼핑 / 구매', '환승/경유']"
g_g011318,['취식']
g_g011323,['취식']
g_g011344,['취식']
g_g011354,['취식']
g_g011365,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011370,['취식']
g_g011374,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011376,['취식']
g_g011393,['취식']
g_g011396,"['쇼핑 / 구매', '취식']"
g_g011398,['취식']
g_g011399,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람']"
g_g011408,"['쇼핑 / 구매', '취식']"
g_g011409,['환승/경유']
g_g011411,['취식']
g_g011412,"['취식', '환승/경유']"
g_g011422,['취식']
g_g011430,['취식']
g_g011432,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011435,['취식']
g_g011441,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g011444,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011448,['쇼핑 / 구매']
g_g011449,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '체험 활동 / 입장 및 관람', '환승/경유']"
g_g011450,['취식']
g_g011454,['휴식']
g_g011459,['쇼핑 / 구매']
g_g011461,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '취식', '휴식']"
g_g011464,['환승/경유']
g_g011470,['취식']
g_g011472,"['취식', '휴식']"
g_g011473,"['체험 활동 / 입장 및 관람', '취식']"
g_g011476,['취식']
g_g011477,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g011478,"['쇼핑 / 구매', '취식']"
g_g011479,['취식']
g_g011481,['단순 구경 / 산책 / 걷기']
g_g011482,"['체험 활동 / 입장 및 관람', '취식']"
g_g011486,"['체험 활동 / 입장 및 관람', '취식']"
g_g011487,"['체험 활동 / 입장 및 관람', '취식']"
g_g011489,['휴식']
g_g011490,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011491,"['취식', '휴식']"
g_g011496,['단순 구경 / 산책 / 걷기']
g_g011500,"['체험 활동 / 입장 및 관람', '환승/경유']"
g_g011502,['취식']
g_g011508,['취식']
g_g011509,['환승/경유']
g_g011510,"['취식', '환승/경유']"
g_g011511,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011514,['취식']
g_g011515,"['체험 활동 / 입장 및 관람', '취식']"
g_g011517,['취식']
g_g011519,['취식']
g_g011522,['단순 구경 / 산책 / 걷기']
g_g011524,['환승/경유']
g_g011526,"['체험 활동 / 입장 및 관람', '취식']"
g_g011528,['단순 구경 / 산책 / 걷기']
g_g011529,['취식']
g_g011530,['취식']
g_g011531,['취식']
g_g011533,['취식']
g_g011534,['환승/경유']
g_g011537,['단순 구경 / 산책 / 걷기']
g_g011541,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식']"
g_g011551,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식']"
g_g011555,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식']"
g_g011558,"['체험 활동 / 입장 및 관람', '취식']"
g_g011562,['휴식']
g_g011566,['취식']
g_g011567,['취식']
g_g011571,['휴식']
g_g011574,"['쇼핑 / 구매', '취식']"
g_g011577,['단순 구경 / 산책 / 걷기']
g_g011578,['취식']
g_g011580,['체험 활동 / 입장 및 관람']
g_g011581,['쇼핑 / 구매']
g_g011582,"['체험 활동 / 입장 및 관람', '환승/경유']"
g_g011586,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011590,['취식']
g_g011591,['단순 구경 / 산책 / 걷기']
g_g011593,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011597,['취식']
g_g011598,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011600,"['쇼핑 / 구매', '없음', '체험 활동 / 입장 및 관람', '취식']"
g_g011607,['단순 구경 / 산책 / 걷기']
g_g011612,['취식']
g_g011613,"['취식', '휴식']"
g_g011614,"['취식', '휴식']"
g_g011619,['쇼핑 / 구매']
g_g011620,['단순 구경 / 산책 / 걷기']
g_g011622,"['체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g011628,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011629,['취식']
g_g011630,"['쇼핑 / 구매', '취식']"
g_g011631,['취식']
g_g011636,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '휴식']"
g_g011637,"['취식', '환승/경유']"
g_g011644,"['쇼핑 / 구매', '취식']"
g_g011645,['취식']
g_g011657,['체험 활동 / 입장 및 관람']
g_g011669,['취식']
g_g011673,['취식']
g_g011674,"['단순 구경 / 산책 / 걷기', '휴식']"
g_g011677,['쇼핑 / 구매']
g_g011679,['취식']
g_g011680,['단순 구경 / 산책 / 걷기']
g_g011683,['휴식']
g_g011685,"['체험 활동 / 입장 및 관람', '취식']"
g_g011687,['취식']
g_g011691,['단순 구경 / 산책 / 걷기']
g_g011692,['취식']
g_g011697,['취식']
g_g011704,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011708,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람']"
g_g011709,['단순 구경 / 산책 / 걷기']
g_g011714,['단순 구경 / 산책 / 걷기']
g_g011717,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011721,"['체험 활동 / 입장 및 관람', '취식']"
g_g011722,"['체험 활동 / 입장 및 관람', '취식']"
g_g011724,['쇼핑 / 구매']
g_g011726,['취식']
g_g011734,['취식']
g_g011746,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011753,['체험 활동 / 입장 및 관람']
g_g011754,['환승/경유']
g_g011764,['취식']
g_g011786,['쇼핑 / 구매']
g_g011787,['단순 구경 / 산책 / 걷기']
g_g011789,['취식']
g_g011791,"['기타 활동', '취식', '휴식']"
g_g011805,['체험 활동 / 입장 및 관람']
g_g011813,['체험 활동 / 입장 및 관람']
g_g011816,['환승/경유']
g_g011818,['취식']
g_g011819,['취식']
g_g011821,"['체험 활동 / 입장 및 관람', '취식']"
g_g011822,['단순 구경 / 산책 / 걷기']
g_g011824,['취식']
g_g011825,['취식']
g_g011826,['단순 구경 / 산책 / 걷기']
g_g011827,['환승/경유']
g_g011829,['취식']
g_g011830,['체험 활동 / 입장 및 관람']
g_g011832,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식', '휴식']"
g_g011833,['취식']
g_g011835,['취식']
g_g011836,['쇼핑 / 구매']
g_g011837,['환승/경유']
g_g011838,"['취식', '휴식']"
g_g011840,"['취식', '휴식']"
g_g011841,['취식']
g_g011843,['환승/경유']
g_g011847,['취식']
g_g011849,['체험 활동 / 입장 및 관람']
g_g011850,['취식']
g_g011851,['환승/경유']
g_g011854,['취식']
g_g011857,['취식']
g_g011858,['취식']
g_g011859,"['단순 구경 / 산책 / 걷기', '취식']"
g_g011860,['취식']
g_g011872,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011873,['취식']
g_g011876,['환승/경유']
g_g011881,['단순 구경 / 산책 / 걷기']
g_g011882,['취식']
g_g011899,['취식']
g_g011903,"['단순 구경 / 산책 / 걷기', '환승/경유']"
g_g011905,"['단순 구경 / 산책 / 걷기', '환승/경유', '휴식']"
g_g011908,['쇼핑 / 구매']
g_g011914,['환승/경유']
g_g011918,"['단순 구경 / 산책 / 걷기', '휴식']"
g_g011922,['쇼핑 / 구매']
g_g011924,"['단순 구경 / 산책 / 걷기', '취식', '휴식']"
g_g011925,['단순 구경 / 산책 / 걷기']
g_g011926,['휴식']
g_g011927,['체험 활동 / 입장 및 관람']
g_g011928,['단순 구경 / 산책 / 걷기']
g_g011929,['취식']
g_g011930,['취식']
g_g011931,['취식']
g_g011934,"['체험 활동 / 입장 및 관람', '환승/경유']"
g_g011940,"['취식', '휴식']"
